state,sex,date,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,ep_ratio,year
Pahang,male,2021-01-01,460.607935149831,447.2325290286216,13.375406121209377,120.23583800844452,79.29979736983749,2.90385924785653,77.0,2021
Pahang,male,2022-01-01,469.0597831246852,459.8431125627664,9.21667056191875,120.32361273000208,79.58483160939473,1.9649244922515092,78.0,2022
Perak,both,2019-01-01,1080.3,1043.7,36.7,618.3,63.6,3.4,60.9,2019
Perak,both,2020-01-01,1090.8,1042.1,48.7,605.5,64.3,4.5,61.5,2020
Perak,both,2021-01-01,1109.6,1056.9,52.7,600.7,64.9,4.7,61.9,2021
Perak,both,2022-01-01,1119.1,1070.2,48.9,592.6,65.4,4.4,62.6,2022
Perak,female,2019-01-01,407.4,388.6,18.8,422.8,49.1,4.6,46.3,2019
Perak,female,2020-01-01,399.59725789052715,378.2261462620814,21.371111628445803,399.5316025790474,50.004107930192966,5.348162732963646,47.4,2020
Perak,female,2021-01-01,402.5071949090421,379.6537216725379,22.853473236504147,403.33534184686056,49.94861608192387,5.6777800559983875,47.2,2021
Perak,female,2022-01-01,407.4243321710978,385.7676128741758,21.656719296921978,401.5914843253833,50.36049034683736,5.315519370558172,47.7,2022
Perak,male,2019-01-01,672.9,655.1,17.9,195.6,77.5,2.7,75.1,2019
Perak,male,2020-01-01,691.2031636244886,663.9072672699268,27.295896354561805,205.9687905871771,77.04243990014608,3.9490410043017254,74.1,2020
Perak,male,2021-01-01,707.0652689982721,677.2436078895581,29.82166110871402,197.3615578786396,78.17827246896785,4.217667366262179,75.0,2021
Perak,male,2022-01-01,711.6798843840959,684.4201644389788,27.25971994511711,191.00904866442323,78.83999219760494,3.83033447245854,75.9,2022
Perlis,both,2019-01-01,112.2,108.5,3.7,61.3,64.7,3.3,64.2,2019
Perlis,both,2020-01-01,121.7,116.4,5.3,82.6,59.6,4.3,57.0,2020
Perlis,both,2021-01-01,122.7,117.4,5.4,83.3,59.6,4.4,56.6,2021
Perlis,both,2022-01-01,126.0,120.6,5.5,82.9,60.3,4.3,57.7,2022
Perlis,female,2019-01-01,44.7,42.8,1.9,42.3,51.4,4.4,50.4,2019
Perlis,female,2020-01-01,48.73300562743868,46.317585671485155,2.415419955953527,53.27766459851221,47.77245901776391,4.956435427806953,45.4,2020
Perlis,female,2021-01-01,48.43347420556059,45.55596297071448,2.877511234846109,55.391735718753566,46.649050111112054,5.941162144663463,43.9,2021
Perlis,female,2022-01-01,49.15504068126968,46.125209552133505,3.029831129136176,56.14875811646157,46.67926631563145,6.163825900953186,44.2,2022
Perlis,male,2019-01-01,67.5,65.8,1.7,19.0,78.0,2.6,78.2,2019
Perlis,male,2020-01-01,72.9197406206648,70.07057527237677,2.849165348288023,29.288840589549302,71.34404935206912,3.9072620445945407,68.6,2020
Perlis,male,2021-01-01,74.28667901811095,71.7961123616211,2.4905666564898454,27.90105037111839,72.69628111136093,3.352642343700208,69.3,2021
Perlis,male,2022-01-01,76.86990317366336,74.43193156879846,2.437971604864904,26.70654908933582,74.21561705789738,3.171555451757334,71.3,2022
Pulau Pinang,both,2019-01-01,852.3,835.6,16.7,414.1,67.3,2.0,65.4,2019
Pulau Pinang,both,2020-01-01,866.8,836.0,30.8,408.3,68.0,3.6,65.5,2020
Pulau Pinang,both,2021-01-01,886.3,854.3,32.0,389.9,69.4,3.6,67.0,2021
Pulau Pinang,both,2022-01-01,895.6,871.0,24.6,381.2,70.1,2.7,68.3,2022
Pulau Pinang,female,2019-01-01,342.3,336.0,6.3,290.6,54.1,1.9,52.8,2019
Pulau Pinang,female,2020-01-01,343.7787619512876,336.4525655577364,7.326196393551197,279.0860647282588,55.19315704242776,2.1310788228940383,54.0,2020
Pulau Pinang,female,2021-01-01,350.1772986450273,342.6223235183858,7.554975126641464,272.63796280565793,56.22490653639104,2.1574714168721423,55.0,2021
Pulau Pinang,female,2022-01-01,351.92346430251456,344.677233650285,7.246230652229547,270.8724211314247,56.50703104072507,2.0590359516354,55.3,2022
Pulau Pinang,male,2019-01-01,509.9,499.6,10.3,123.5,80.5,2.0,77.8,2019
Pulau Pinang,male,2020-01-01,523.0202429803664,499.5103169768292,23.509926003537252,129.1922470276383,80.1916938103941,4.495031754329208,76.5,2020
Pulau Pinang,male,2021-01-01,536.1124127526448,511.6571236700858,24.45528908255892,117.26961021077608,82.0519074462902,4.561597251030684,78.5,2021
Pulau Pinang,male,2022-01-01,543.6385422248102,526.3166590777205,17.32188314708969,110.33888460572264,83.12802857118874,3.1862868067081584,80.6,2022
Sabah,both,2019-01-01,2025.7,1908.6,117.1,868.3,70.0,5.8,66.8,2019
Sabah,both,2020-01-01,1585.4,1455.5,129.9,735.1,68.3,8.2,62.7,2020
Sabah,both,2021-01-01,1605.7,1469.1,136.5,733.0,68.7,8.5,62.9,2021
Sabah,both,2022-01-01,1629.4,1504.4,125.0,728.0,69.1,7.7,63.8,2022
Sabah,female,2019-01-01,723.4,680.9,42.6,655.1,52.5,5.9,50.2,2019
Sabah,female,2020-01-01,587.5980085303867,539.0468840536607,48.55112447672598,516.9642476189161,53.197364409214565,8.262642788418374,48.8,2020
Sabah,female,2021-01-01,611.0569402274674,550.2059519481634,60.85098827930408,499.38562407043395,55.02823467630853,9.958317183444828,49.6,2021
Sabah,female,2022-01-01,614.6124977947128,557.5621574132072,57.050340381505606,508.8299797654599,54.7079632532226,9.282326764621216,49.7,2022
Sabah,male,2019-01-01,1302.3,1227.7,74.6,213.1,85.9,5.7,81.8,2019
Sabah,male,2020-01-01,997.8144667088584,916.4353061255424,81.37916058331587,218.13145432035668,82.06076022396431,8.155740701147863,75.4,2020
Sabah,male,2021-01-01,994.594293675434,918.9307330482428,75.66356062719122,233.61126877101913,80.97946500863497,7.607479864737944,75.0,2021
Sabah,male,2022-01-01,1014.7437105666438,946.8353770891508,67.90833347749314,219.16568399863448,82.23810557209922,6.692165989338569,76.6,2022
Sarawak,both,2019-01-01,1346.8,1304.7,42.1,623.1,68.4,3.1,66.7,2019
Sarawak,both,2020-01-01,1141.6,1092.9,48.7,583.0,66.2,4.3,63.2,2020
Sarawak,both,2021-01-01,1155.7,1103.4,52.3,584.9,66.4,4.5,63.4,2021
Sarawak,both,2022-01-01,1180.8,1136.0,44.8,568.0,67.5,3.8,64.8,2022
Sarawak,female,2019-01-01,479.7,462.3,17.4,448.7,51.7,3.6,49.7,2019
Sarawak,female,2020-01-01,412.5347462301067,395.1401308396079,17.3946153904988,415.9402138501219,49.79447371471038,4.216521286863022,47.7,2020
Sarawak,female,2021-01-01,426.8454813550596,408.6146410931333,18.230840261926268,409.83357949023264,51.01663246165381,4.271063196932721,48.9,2021
Sarawak,female,2022-01-01,432.11840109428954,416.1655752284529,15.952825865836664,410.95489143767423,51.25514055800866,3.6917719369131214,49.3,2022
Sarawak,male,2019-01-01,867.1,842.4,24.7,174.4,83.3,2.8,82.0,2019
Sarawak,male,2020-01-01,729.0892380296486,697.7540704395914,31.33516759005731,167.03249515016503,81.36051286721235,4.297850791864666,77.6,2020
Sarawak,male,2021-01-01,728.8262400576965,694.7510188654137,34.075221192282825,175.10371666399567,80.62861891434054,4.675355979167999,76.9,2021
Sarawak,male,2022-01-01,748.6766864221247,719.8046105101823,28.872075911942417,157.08593849485698,82.6570522813022,3.856414449062133,79.1,2022
Selangor,both,2019-01-01,3592.9,3489.5,103.4,1136.8,76.0,2.9,75.0,2019
Selangor,both,2020-01-01,3761.5,3593.3,168.3,1212.9,75.6,4.5,72.4,2020
Selangor,both,2021-01-01,3809.6,3641.0,168.6,1178.7,76.4,4.4,73.1,2021
Selangor,both,2022-01-01,3853.0,3706.5,146.6,1162.0,76.8,3.8,74.0,2022
Selangor,female,2019-01-01,1580.1,1536.2,43.9,688.7,69.6,2.8,68.8,2019
Selangor,female,2020-01-01,1597.0657995757276,1524.4951399627998,72.57065961292778,695.2346016617437,69.67087728613451,4.543999353827921,66.7,2020
Selangor,female,2021-01-01,1607.2826250428132,1546.48665398728,60.79597105553341,702.675033459136,69.58060980585965,3.782531466979181,67.1,2021
Selangor,female,2022-01-01,1625.0563322850664,1580.5316133524625,44.5247189326042,704.9252964692012,69.74545688387715,2.7398877225379596,67.9,2022
Selangor,male,2019-01-01,2012.7,1953.3,59.4,448.1,81.8,3.0,80.6,2019
Selangor,male,2020-01-01,2164.483040823882,2068.7685274672776,95.71451335660468,517.6964676708037,80.69866442453922,4.422049586499519,77.3,2020
Selangor,male,2021-01-01,2202.328534209548,2094.5256723107195,107.8028618988281,476.0173406420936,82.22718935923609,4.894949151513416,78.4,2021
Selangor,male,2022-01-01,2227.990796454236,2125.9472898632835,102.04350659095236,457.0471949516552,82.97799895515278,4.580068587058384,79.2,2022
Terengganu,both,2019-01-01,488.2,471.0,17.2,310.4,61.1,3.5,59.0,2019
Terengganu,both,2020-01-01,455.5,436.2,19.3,301.2,60.2,4.2,57.6,2020
Terengganu,both,2021-01-01,456.9,438.2,18.6,312.8,59.4,4.1,56.9,2021
Terengganu,both,2022-01-01,467.1,450.7,16.4,314.4,59.8,3.5,57.7,2022
Terengganu,female,2019-01-01,178.2,171.7,6.5,213.4,45.5,3.7,43.9,2019
Terengganu,female,2020-01-01,157.81106577000446,150.8730120763781,6.938053693626353,209.3545468047603,42.98089482382284,4.3964304149228335,41.1,2020
Terengganu,female,2021-01-01,154.56379745877734,147.13542810349705,7.428369355280289,218.25564778179725,41.45808364664019,4.806021511771835,39.5,2021
Terengganu,female,2022-01-01,158.05606161033,150.92797527421766,7.128086336112346,220.2433867167556,41.78067462410662,4.509846862871901,39.9,2022
Terengganu,male,2019-01-01,310.0,299.3,10.7,96.9,76.2,3.5,73.6,2019
Terengganu,male,2020-01-01,297.6691241463725,285.28675935400236,12.382364792370147,91.79785512096828,76.42987467290374,4.159774658483351,73.2,2020
Terengganu,male,2021-01-01,302.3185714739847,291.10135100176745,11.217220472217276,94.55972823401352,76.17412483786956,3.7103974186986215,73.3,2021
Terengganu,male,2022-01-01,309.04759013431675,299.81819401071164,9.229396123605133,94.17793871048704,76.64385511991358,2.9863996414254186,74.4,2022
